candle_date_time_utc,high_price,low_price,mid_price
2020-08-04T00:00:00,475350,452000,463675
2020-08-05T00:00:00,479550,457500,468525
2020-08-06T00:00:00,476650,461350,469000
2020-08-07T00:00:00,469550,435650,452600
2020-08-08T00:00:00,468000,446700,457350
2020-08-09T00:00:00,471100,454000,462550
2020-08-10T00:00:00,471300,459800,465550
2020-08-11T00:00:00,468000,440400,454200
2020-08-12T00:00:00,460850,436050,448450
2020-08-13T00:00:00,509300,447400,478350
2020-08-14T00:00:00,521600,492400,507000
2020-08-15T00:00:00,520000,502000,511000
2020-08-16T00:00:00,511500,485000,498250
2020-08-17T00:00:00,513500,493550,503525
2020-08-18T00:00:00,502100,484700,493400
2020-08-19T00:00:00,499700,468600,484150
2020-08-20T00:00:00,493000,474050,483525
2020-08-21T00:00:00,492400,461250,476825
2020-08-22T00:00:00,470750,450400,460575
2020-08-23T00:00:00,470550,456000,463275
2020-08-24T00:00:00,483400,459800,471600
2020-08-25T00:00:00,482300,443450,462875
2020-08-26T00:00:00,464000,448200,456100
2020-08-27T00:00:00,470000,444550,457275
2020-08-28T00:00:00,467450,449100,458275
2020-08-29T00:00:00,475000,460950,467975
2020-08-30T00:00:00,501300,467850,484575
2020-08-31T00:00:00,516100,490000,503050
2020-09-01T00:00:00,570000,507000,538500
2020-09-02T00:00:00,566900,504000,535450
2020-09-03T00:00:00,535900,451000,493450
2020-09-04T00:00:00,485900,445150,465525
2020-09-05T00:00:00,476550,386250,431400
2020-09-06T00:00:00,434000,384700,409350
2020-09-07T00:00:00,432600,390000,411300
2020-09-08T00:00:00,425300,395000,410150
2020-09-09T00:00:00,426150,396500,411325
2020-09-10T00:00:00,447700,417450,432575
2020-09-11T00:00:00,445500,424500,435000
2020-09-12T00:00:00,459950,435100,447525
2020-09-13T00:00:00,463500,425000,444250
2020-09-14T00:00:00,455700,427000,441350
2020-09-15T00:00:00,452100,430800,441450
2020-09-16T00:00:00,438500,420300,429400
2020-09-17T00:00:00,461300,428950,445125
2020-09-18T00:00:00,459400,441000,450200
2020-09-19T00:00:00,453000,442100,447550
2020-09-20T00:00:00,450100,429800,439950
2020-09-21T00:00:00,439550,391150,415350
2020-09-22T00:00:00,407150,391750,399450
2020-09-23T00:00:00,403850,370050,386950
2020-09-24T00:00:00,410000,370100,390050
2020-09-25T00:00:00,416800,394200,405500
2020-09-26T00:00:00,414100,403600,408850
2020-09-27T00:00:00,421500,405600,413550
2020-09-28T00:00:00,425950,411050,418500
2020-09-29T00:00:00,419300,408500,413900
2020-09-30T00:00:00,420550,411100,415825
2020-10-01T00:00:00,429550,405500,417525
2020-10-02T00:00:00,414800,394900,404850
2020-10-03T00:00:00,411300,404350,407825
2020-10-04T00:00:00,414000,403700,408850
2020-10-05T00:00:00,414800,406650,410725
2020-10-06T00:00:00,412900,395100,404000
2020-10-07T00:00:00,399600,390500,395050
2020-10-08T00:00:00,407550,390000,398775
2020-10-09T00:00:00,420000,401100,410550
2020-10-10T00:00:00,429950,416750,423350
2020-10-11T00:00:00,429700,418950,424325
2020-10-12T00:00:00,448950,419200,434075
2020-10-13T00:00:00,442950,430800,436875
2020-10-14T00:00:00,444700,431300,438000
2020-10-15T00:00:00,437650,427000,432325
2020-10-16T00:00:00,436950,417450,427200
2020-10-17T00:00:00,426050,419500,422775
2020-10-18T00:00:00,434550,422950,428750
2020-10-19T00:00:00,438500,428000,433250
2020-10-20T00:00:00,433500,420000,426750
2020-10-21T00:00:00,449950,421700,435825
2020-10-22T00:00:00,471000,440650,455825
2020-10-23T00:00:00,470700,456150,463425
2020-10-24T00:00:00,469000,459300,464150
2020-10-25T00:00:00,470000,456650,463325
2020-10-26T00:00:00,461900,435000,448450
2020-10-27T00:00:00,459950,439900,449925
2020-10-28T00:00:00,459900,431100,445500
2020-10-29T00:00:00,445650,431500,438575
2020-10-30T00:00:00,443450,425200,434325
2020-10-31T00:00:00,444300,430850,437575
2020-11-01T00:00:00,448700,436000,442350
2020-11-02T00:00:00,457250,430500,443875
2020-11-03T00:00:00,441150,423550,432350
2020-11-04T00:00:00,459800,430200,445000
2020-11-05T00:00:00,469800,447550,458675
2020-11-06T00:00:00,511000,461200,486100
2020-11-07T00:00:00,523000,481300,502150
2020-11-08T00:00:00,511900,485450,498675
